codice_cliente,next_best_action,nba_expected_value,priority_score,nba_reason,churn_score_model,cross_sell_score,clv_stimato,potenziale_crescita,engagement_score,satisfaction_score,reclami_totali,mesi_da_ultima_visita,multi_polizza_flag,valore_atteso_euro
14996,Retention (anti-churn),1410.5067843471159,1410.5067843471159,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.18,0.84,7910,62.5,64.6,87.3,0,12.6,0,1411
10953,Retention (anti-churn),1410.3414454809845,1410.3414454809845,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.12,0.92,11497,88.7,78.5,66.7,1,3.3,1,1410
16747,Retention (anti-churn),1410.42121878487,1410.42121878487,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.24,0.16,5776,59.2,55.7,86.6,0,8.9,0,1410
12124,Retention (anti-churn),1409.3818169324045,1409.3818169324045,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.11,0.98,12822,76.8,100.0,64.4,1,2.7,1,1409
13191,Retention (anti-churn),1407.7005769705806,1407.7005769705806,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.32,0.62,4442,55.5,50.2,60.3,1,21.0,0,1408
15355,Retention (anti-churn),1408.3563640198813,1408.3563640198813,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.23,0.87,6006,68.0,100.0,58.3,1,2.4,1,1408
10339,Retention (anti-churn),1407.8588321025557,1407.8588321025557,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.35,0.14,3981,76.3,52.5,83.9,0,15.9,0,1408
13233,Retention (anti-churn),1406.9199677213767,1406.9199677213767,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.11,0.84,12835,69.3,66.3,63.9,0,14.0,1,1407
10654,Retention (anti-churn),1407.2917598965423,1407.2917598965423,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.16,0.34,8657,65.5,42.3,76.9,0,9.4,0,1407
19321,Retention (anti-churn),1405.6499922314465,1405.6499922314465,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.16,0.75,8652,68.2,88.5,69.6,1,1.4,1,1406
14249,Retention (anti-churn),1406.1379250506247,1406.1379250506247,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.31,0.32,4501,45.0,56.4,80.7,0,17.0,0,1406
18326,Retention (anti-churn),1405.4792521077807,1405.4792521077807,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.99,33265,74.9,71.3,51.0,2,1.1,1,1405
11461,Retention (anti-churn),1405.0970832462106,1405.0970832462106,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.07,0.99,21123,80.5,92.6,70.2,0,2.4,1,1405
16623,Retention (anti-churn),1403.83762039378,1403.83762039378,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.19,0.64,7398,47.1,65.8,93.4,0,16.5,0,1404
12713,Retention (anti-churn),1403.620375016993,1403.620375016993,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.65,26687,67.2,78.8,89.5,0,2.0,1,1404
13671,Retention (anti-churn),1403.2703041584616,1403.2703041584616,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.13,0.82,10979,48.3,88.0,73.7,1,3.6,1,1403
9918,Retention (anti-churn),1401.6165671287524,1401.6165671287524,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.16,0.54,8752,76.6,68.9,77.8,1,21.2,1,1402
16157,Retention (anti-churn),1399.9886871174056,1399.9886871174056,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.94,23459,78.4,85.8,61.3,2,2.9,1,1400
11715,Retention (anti-churn),1400.0804667575715,1400.0804667575715,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.3,0.34,4598,60.2,51.9,83.7,0,23.9,0,1400
10539,Retention (anti-churn),1400.2579136700786,1400.2579136700786,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.22,0.8,6395,64.5,57.6,67.1,1,18.0,0,1400
14880,Retention (anti-churn),1400.2217138760602,1400.2217138760602,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.33,0.3,4260,43.5,55.2,81.8,0,19.8,0,1400
15366,Retention (anti-churn),1400.1969443555702,1400.1969443555702,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.11,0.96,12295,57.9,100.0,76.6,0,1.5,1,1400
10192,Retention (anti-churn),1398.8806441765635,1398.8806441765635,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.23,0.15,6083,58.7,61.9,85.6,0,23.4,1,1399
18376,Retention (anti-churn),1397.9222239912847,1397.9222239912847,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.1,0.56,13417,56.8,100.0,90.0,0,1.0,1,1398
12186,Retention (anti-churn),1397.232437744498,1397.232437744498,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.11,0.6,12303,54.5,58.7,74.6,0,22.2,1,1397
10340,Retention (anti-churn),1396.7178567634915,1396.7178567634915,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.23,0.27,6123,79.5,47.7,88.7,0,21.3,0,1397
18688,Retention (anti-churn),1395.338559973537,1395.338559973537,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.26,0.39,5295,70.4,57.0,87.1,0,18.9,0,1395
15769,Retention (anti-churn),1394.346703986328,1394.346703986328,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.3,0.72,4573,64.0,79.1,85.6,0,2.3,0,1394
10517,Retention (anti-churn),1393.466993708967,1393.466993708967,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.52,0.39,2689,63.9,61.5,71.5,0,5.8,0,1393
16509,Retention (anti-churn),1392.4000526969849,1392.4000526969849,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.1,0.69,14217,79.0,38.7,81.9,0,10.3,0,1392
17122,Retention (anti-churn),1390.2887482787205,1390.2887482787205,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.21,0.64,6766,61.5,85.0,82.5,0,2.4,1,1390
13429,Retention (anti-churn),1390.4843432665702,1390.4843432665702,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.07,0.95,19361,72.0,100.0,80.3,1,1.3,1,1390
10156,Retention (anti-churn),1388.6616262672053,1388.6616262672053,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.16,0.59,8620,57.7,86.3,88.7,0,2.6,1,1389
10068,Retention (anti-churn),1387.544075231592,1387.544075231592,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.13,0.79,11000,77.0,62.5,58.5,1,12.6,1,1388
15541,Retention (anti-churn),1388.491037002155,1388.491037002155,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.2,0.59,6883,76.4,61.9,86.4,0,8.0,0,1388
18891,Retention (anti-churn),1387.2276193424086,1387.2276193424086,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.93,25602,68.1,100.0,80.7,0,1.2,1,1387
10136,Retention (anti-churn),1387.3993731973417,1387.3993731973417,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.93,33140,66.4,77.6,78.4,1,3.4,1,1387
19425,Retention (anti-churn),1387.1403738409035,1387.1403738409035,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.09,0.66,15527,67.2,62.2,79.6,0,21.9,1,1387
15034,Retention (anti-churn),1385.8678233563778,1385.8678233563778,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.19,0.92,7482,56.6,100.0,85.1,0,1.4,1,1386
9802,Retention (anti-churn),1384.5229005520694,1384.5229005520694,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.28,0.27,4941,67.1,65.4,79.1,0,24.7,1,1385
13526,Retention (anti-churn),1384.770399208285,1384.770399208285,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.19,0.84,7192,76.4,70.2,75.8,0,1.3,0,1385
17057,Retention (anti-churn),1384.4278096136366,1384.4278096136366,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.39,0.6,3536,76.9,68.6,79.6,0,9.8,0,1384
16704,Retention (anti-churn),1383.947654221637,1383.947654221637,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.18,0.19,7890,82.0,48.5,91.6,0,15.7,0,1384
11424,Retention (anti-churn),1382.8278789710178,1382.8278789710178,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.31,0.29,4468,78.2,58.3,88.0,0,10.9,0,1383
12745,Retention (anti-churn),1381.5029837027641,1381.5029837027641,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.08,0.78,17059,76.3,69.3,73.7,0,6.5,1,1382
13508,Retention (anti-churn),1382.4195338230318,1382.4195338230318,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.82,22637,75.4,55.2,88.6,0,14.5,1,1382
17804,Retention (anti-churn),1380.8965424428714,1380.8965424428714,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.1,0.54,13523,58.1,55.3,93.1,0,5.9,0,1381
17511,Retention (anti-churn),1380.2792924413898,1380.2792924413898,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.96,23122,45.7,90.6,80.5,0,3.7,1,1380
15655,Retention (anti-churn),1379.6371414319726,1379.6371414319726,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.2,0.12,6875,67.9,67.7,92.1,0,21.7,1,1380
14230,Retention (anti-churn),1378.9595679952517,1378.9595679952517,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.95,24138,76.4,83.3,96.8,0,2.5,1,1379
11178,Retention (anti-churn),1378.9209869743768,1378.9209869743768,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.27,0.3,5080,66.2,45.1,77.5,0,20.7,0,1379
16762,Retention (anti-churn),1378.0956134521932,1378.0956134521932,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.29,0.49,4790,66.7,89.2,80.0,0,1.1,1,1378
18927,Retention (anti-churn),1377.2560820983067,1377.2560820983067,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.44,0.18,3155,62.2,47.8,84.7,0,21.4,0,1377
14084,Retention (anti-churn),1377.4399259305812,1377.4399259305812,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.2,0.81,6902,64.7,96.0,81.0,0,1.5,1,1377
13638,Retention (anti-churn),1376.7173352709804,1376.7173352709804,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.53,21375,64.5,55.3,89.8,0,14.3,1,1377
16266,Retention (anti-churn),1374.8443083645632,1374.8443083645632,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.2,0.5,6821,54.2,50.5,83.7,0,20.2,0,1375
13940,Retention (anti-churn),1374.4975583004775,1374.4975583004775,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.1,0.57,13931,84.6,55.9,76.7,0,11.7,1,1374
12619,Retention (anti-churn),1373.867085129604,1373.867085129604,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.26,0.65,5201,62.5,57.9,82.5,0,11.9,0,1374
18204,Retention (anti-churn),1374.1101338551637,1374.1101338551637,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.09,0.97,14805,82.6,85.8,81.5,0,1.9,1,1374
14061,Retention (anti-churn),1372.9922096482035,1372.9922096482035,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.37,0.54,3720,50.9,50.5,63.0,1,17.9,0,1373
11220,Retention (anti-churn),1372.8916676491922,1372.8916676491922,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.81,32483,61.6,51.3,84.8,0,11.4,1,1373
13182,Retention (anti-churn),1373.1101871142473,1373.1101871142473,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.39,0.19,3527,65.1,45.6,70.8,1,20.2,0,1373
10077,Retention (anti-churn),1372.207998867301,1372.207998867301,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.19,0.78,7115,67.3,53.4,77.4,0,6.1,0,1372
13805,Retention (anti-churn),1372.0575820071772,1372.0575820071772,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.13,0.79,10554,89.9,83.2,89.7,0,0.8,1,1372
10443,Retention (anti-churn),1370.615018656397,1370.615018656397,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.09,0.82,15272,67.3,100.0,87.2,0,1.0,1,1371
17479,Retention (anti-churn),1371.0664168850012,1371.0664168850012,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.28,0.1,4842,85.1,45.4,88.3,0,22.5,0,1371
11227,Retention (anti-churn),1368.704005898969,1368.704005898969,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.35,0.6,3919,63.4,78.4,88.2,0,2.0,0,1369
15253,Retention (anti-churn),1368.282329326593,1368.282329326593,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.12,0.66,11880,56.2,100.0,91.0,0,1.8,1,1368
17103,Retention (anti-churn),1366.900628170647,1366.900628170647,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.29,0.71,4658,81.9,81.6,88.5,0,3.6,0,1367
15757,Retention (anti-churn),1367.104488032727,1367.104488032727,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.9,23103,69.4,82.8,70.2,1,3.0,1,1367
17294,Retention (anti-churn),1366.3543815958453,1366.3543815958453,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.11,0.86,12288,78.9,73.8,64.3,1,2.1,1,1366
14225,Retention (anti-churn),1365.3502858872039,1365.3502858872039,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.23,0.55,5872,68.1,54.4,69.8,0,6.6,0,1365
11272,Retention (anti-churn),1364.6439926454327,1364.6439926454327,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.16,0.25,8553,63.6,31.6,75.6,0,10.8,0,1365
18917,Retention (anti-churn),1363.927220468828,1363.927220468828,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.13,0.89,10851,74.1,75.6,74.4,0,3.7,1,1364
12915,Retention (anti-churn),1363.7101944718581,1363.7101944718581,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.29,0.8,4643,81.4,65.0,75.2,0,17.2,0,1364
18926,Retention (anti-churn),1363.0457624159656,1363.0457624159656,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.32,0.3,4215,83.5,55.0,80.0,0,3.8,0,1363
12684,Retention (anti-churn),1362.1378036568824,1362.1378036568824,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.17,0.68,8045,64.0,58.6,72.3,1,10.3,0,1362
10662,Retention (anti-churn),1361.740554499257,1361.740554499257,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.09,0.7,15892,78.7,57.2,70.4,0,22.6,1,1362
11106,Retention (anti-churn),1362.1085898942024,1362.1085898942024,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.21,0.65,6483,79.0,55.6,78.2,0,13.8,0,1362
11310,Retention (anti-churn),1359.9099388749505,1359.9099388749505,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.41,0.51,3298,63.5,82.8,88.0,0,1.7,0,1360
19450,Retention (anti-churn),1358.021220015196,1358.021220015196,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.34,0.21,3954,75.2,70.7,87.6,0,2.4,0,1358
15010,Retention (anti-churn),1356.790311107992,1356.790311107992,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.43,0.08,3146,66.8,43.8,85.9,0,23.0,0,1357
18047,Retention (anti-churn),1356.5609424079014,1356.5609424079014,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.26,0.78,5276,82.8,74.5,80.2,0,0.9,0,1357
12388,Retention (anti-churn),1355.8935045494195,1355.8935045494195,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.1,0.65,13616,61.0,62.1,85.3,0,24.6,1,1356
14077,Retention (anti-churn),1354.4830590141464,1354.4830590141464,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.31,0.75,4422,65.9,78.7,87.8,0,2.2,0,1354
15981,Retention (anti-churn),1353.7157309748304,1353.7157309748304,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.25,0.33,5523,76.7,63.9,83.3,0,24.7,1,1354
13962,Retention (anti-churn),1352.687670576749,1352.687670576749,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.1,0.77,12955,81.2,68.6,65.5,1,20.8,1,1353
17809,Retention (anti-churn),1352.4188993029416,1352.4188993029416,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.6,32852,65.3,72.9,86.8,0,3.1,1,1352
11813,Retention (anti-churn),1350.7278485172558,1350.7278485172558,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.2,0.31,6748,73.2,46.5,85.3,0,16.1,0,1351
19481,Retention (anti-churn),1349.9906889692995,1349.9906889692995,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.89,27721,67.8,100.0,85.6,0,1.1,1,1350
10952,Retention (anti-churn),1350.3094044701638,1350.3094044701638,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.25,0.7,5361,57.2,60.9,78.4,0,11.7,0,1350
11912,Retention (anti-churn),1349.8122736959856,1349.8122736959856,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.1,0.76,13913,63.4,100.0,79.8,1,2.1,1,1350
14264,Retention (anti-churn),1349.885434350391,1349.885434350391,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.15,0.8,9201,71.7,80.0,80.6,0,1.7,1,1350
10240,Retention (anti-churn),1348.549057070707,1348.549057070707,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.09,0.83,15457,76.8,52.7,77.3,0,15.2,1,1349
10564,Retention (anti-churn),1349.035566496837,1349.035566496837,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.1,0.7,13375,80.4,63.2,80.3,0,15.6,1,1349
15883,Retention (anti-churn),1348.821584883322,1348.821584883322,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.2,0.72,6717,77.9,93.9,84.4,0,2.3,1,1349
15465,Retention (anti-churn),1347.8994995758683,1347.8994995758683,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.11,0.87,12326,40.4,90.0,81.7,0,2.0,1,1348
17977,Retention (anti-churn),1346.7671603212225,1346.7671603212225,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.08,0.53,16548,82.9,42.0,84.4,0,20.7,1,1347
16329,Retention (anti-churn),1346.5244798119095,1346.5244798119095,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.09,0.91,14558,56.7,100.0,81.9,0,2.0,1,1347
11442,Retention (anti-churn),1347.1013901654958,1347.1013901654958,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.24,0.74,5625,74.3,95.2,82.5,0,1.2,1,1347
13899,Retention (anti-churn),1345.6430811162961,1345.6430811162961,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.09,0.97,15155,53.9,98.2,91.7,0,3.2,1,1346
12421,Retention (anti-churn),1346.2189970181682,1346.2189970181682,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.52,0.08,2585,72.1,52.7,80.7,0,21.8,0,1346
17399,Retention (anti-churn),1346.1623213423168,1346.1623213423168,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.07,0.43,19354,85.1,56.7,72.4,1,8.1,1,1346
11232,Retention (anti-churn),1343.679720717648,1343.679720717648,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.14,0.76,9928,81.8,78.3,80.3,0,2.2,1,1344
18278,Retention (anti-churn),1342.2413629408934,1342.2413629408934,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.99,24976,64.9,93.6,76.3,0,2.1,1,1342
9889,Retention (anti-churn),1341.8037078663233,1341.8037078663233,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.21,0.62,6327,85.0,52.3,73.1,1,6.9,0,1342
9874,Retention (anti-churn),1341.6136517846596,1341.6136517846596,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.26,0.73,5084,54.0,61.7,83.7,0,22.6,0,1342
15153,Retention (anti-churn),1341.4818690675274,1341.4818690675274,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.12,0.8,10884,83.3,87.3,85.6,0,3.3,1,1341
17679,Retention (anti-churn),1340.8992451229165,1340.8992451229165,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.14,0.52,9453,74.2,51.0,83.8,0,6.8,0,1341
13277,Retention (anti-churn),1340.887658768924,1340.887658768924,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.11,0.88,12675,68.0,77.5,71.6,0,3.5,1,1341
19287,Retention (anti-churn),1340.8446074664867,1340.8446074664867,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.15,0.64,9060,82.3,61.0,78.0,0,19.4,1,1341
13384,Retention (anti-churn),1339.8010069681127,1339.8010069681127,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.27,0.08,4947,86.5,34.6,86.3,0,24.2,0,1340
17062,Retention (anti-churn),1339.6740836332172,1339.6740836332172,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.27,0.49,4874,78.1,64.9,87.9,0,8.2,0,1340
17506,Retention (anti-churn),1339.1349949188134,1339.1349949188134,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.17,0.46,7954,85.6,64.9,90.8,0,5.9,0,1339
17955,Retention (anti-churn),1337.9879357309885,1337.9879357309885,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.22,0.26,6000,77.4,49.1,89.3,0,11.4,0,1338
12221,Retention (anti-churn),1338.1437652084835,1338.1437652084835,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.18,0.32,7319,51.5,49.0,80.3,0,6.9,0,1338
18812,Retention (anti-churn),1337.9219516992691,1337.9219516992691,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.19,0.46,6903,56.6,53.0,84.1,0,18.2,0,1338
17097,Retention (anti-churn),1337.3817665491672,1337.3817665491672,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.11,0.96,11731,80.0,92.8,86.8,0,1.4,1,1337
16846,Retention (anti-churn),1336.8848196773422,1336.8848196773422,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.07,0.8,20226,80.3,50.2,62.2,1,6.5,1,1337
10960,Retention (anti-churn),1336.860830657912,1336.860830657912,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.18,0.4,7351,68.5,85.8,86.0,0,2.5,1,1337
11963,Retention (anti-churn),1334.656808131194,1334.656808131194,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.04,0.98,32367,62.5,77.8,79.4,0,1.0,1,1335
13576,Retention (anti-churn),1335.3611017675469,1335.3611017675469,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.3,0.36,4496,53.9,55.9,81.4,0,17.5,0,1335
16225,Retention (anti-churn),1333.0493521668882,1333.0493521668882,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.08,0.81,17713,55.4,92.5,84.6,0,1.8,1,1333
12508,Retention (anti-churn),1332.7564198328191,1332.7564198328191,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.06,0.86,20674,76.2,69.6,83.9,0,16.0,1,1333
17245,Retention (anti-churn),1332.0079506598063,1332.0079506598063,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.17,0.81,7750,57.9,70.5,82.7,0,1.9,0,1332
18949,Retention (anti-churn),1331.5345400658211,1331.5345400658211,Alto rischio di abbandono su cliente di elevato valore. Contatto prioritario consigliato per prevenire la perdita.,0.05,0.99,24885,73.1,100.0,62.3,1,3.2,1,1332
